MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,SES,CLUSTER_CODE,INCOME_GROUP,MOR_HIT_RATE,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_CARD_GIFT,URBANICITY_e,DONOR_GENDER_e,OVERLAY_SOURCE_e,RECENCY_STATUS_96NK_e,DONATION_TYPE
77.0,57.0,0.0,1.0,12.0,6.0,0.0,824.0,514.0,85.0,19537.0,0.0,32.0,48.0,25.0,1.0,0.0,2.0,0.15,16.0,0.0,0.0,3.0,0.0,19.0,20.0,52.0,84.0,6.0,14.0,7.0,17.0,6.0,13.0,19.0,76.0,2.0,2.0,0.0,3.0,0.0,B
137.0,74.0,0.0,1.0,14.0,5.0421052729295335,0.0,1244.0,672.0,95.0,25036.0,0.0,26.0,55.0,19.0,1.0,1.0,2.0,0.14300000000000002,10.0,0.1,10.0,3.0,1.0,20.0,32.0,77.0,159.0,16.0,9.94,46.0,15.0,6.0,13.0,18.0,128.0,9.0,2.0,0.0,2.0,4.0,D
41.0,51.9328679367723,0.0,2.0,17.0,3.5783529827354945,0.0,556.0,259.0,11.0,12721.0,2.0,9.0,25.0,11.0,0.0,0.0,2.0,0.125,13.0,0.16699999999999998,15.0,2.0,1.0,16.0,11.0,29.0,31.0,3.0,10.33,10.0,15.0,5.0,12.0,16.0,44.0,2.0,2.0,0.0,2.0,0.0,C
41.0,54.29458091957267,0.0,2.0,17.0,4.0,0.0,731.0,359.0,52.0,14412.0,0.0,29.0,25.0,27.0,0.0,0.0,4.0,0.263,9.6,0.333,9.33,5.0,3.0,15.0,15.0,40.0,53.0,6.0,8.83,6.0,11.0,5.0,14.0,15.0,44.0,4.0,2.0,0.0,1.0,0.0,D
41.0,39.0,0.0,1.0,15.0,7.0,4.0,1232.0,421.0,51.0,24772.0,0.0,23.0,26.0,39.0,1.0,0.0,1.0,0.059,25.0,0.0,0.0,1.0,0.0,18.0,13.0,29.0,40.0,2.0,20.0,10.0,25.0,6.0,13.0,18.0,39.0,1.0,2.0,1.0,0.0,0.0,B
65.0,40.0,0.0,1.0,11.0,4.0,0.0,860.0,409.0,57.0,16458.0,0.0,18.0,73.0,10.0,0.0,0.0,1.0,0.125,15.0,0.0,0.0,2.0,0.0,19.0,15.0,37.0,50.0,4.0,12.5,5.0,15.0,5.0,11.0,19.0,55.0,1.0,2.0,1.0,0.0,0.0,C
65.0,39.0,0.0,2.0,49.0,4.0,0.0,421.0,280.0,71.0,11807.0,0.0,29.0,10.0,40.0,0.0,0.0,1.0,0.059,17.0,0.0,0.0,1.0,0.0,17.0,15.0,40.0,44.0,4.0,11.0,12.0,17.0,5.0,11.0,17.0,62.0,2.0,1.0,1.0,0.0,0.0,C
29.0,83.0,0.0,3.0,51.0,2.0,0.0,329.0,211.0,76.0,9216.0,0.0,21.0,20.0,37.0,0.0,0.0,2.0,0.182,15.0,0.2,15.0,2.0,1.0,19.0,9.0,21.0,30.0,2.0,15.0,0.0,15.0,6.0,12.0,19.0,24.0,1.0,1.0,1.0,3.0,3.0,C
89.0,57.0,0.0,2.0,45.0,1.0,0.0,476.0,229.0,72.0,12437.0,0.0,27.0,31.0,35.0,0.0,0.0,4.0,0.19,11.75,0.1,12.0,4.0,1.0,15.0,23.0,58.0,112.0,12.0,9.33,10.0,10.0,6.0,13.0,15.0,81.0,4.0,1.0,1.0,0.0,0.0,D
77.0,83.0,0.0,2.0,46.0,1.0,0.0,515.0,258.0,82.0,11337.0,0.0,32.0,21.0,47.0,0.0,0.0,3.0,0.14300000000000002,8.5,0.2,10.0,2.0,1.0,16.0,14.0,43.0,41.0,7.0,5.86,7.0,10.0,5.0,12.0,16.0,67.0,3.0,1.0,1.0,3.0,0.0,D
137.0,74.0,0.0,2.0,49.0,2.0,0.0,406.0,274.0,75.0,10873.0,0.0,24.0,35.0,38.0,1.0,11.0,1.0,0.111,12.5,0.0,0.0,2.0,0.0,15.0,26.0,64.0,95.0,10.0,9.5,10.0,15.0,4.0,11.0,15.0,123.0,6.0,1.0,1.0,3.0,0.0,C
89.0,68.0,0.0,2.0,45.0,4.0,0.0,617.0,221.0,75.0,9366.0,0.0,30.0,26.0,39.0,1.0,1.0,2.0,0.333,42.5,0.444,42.5,4.0,4.0,17.0,20.0,44.0,218.0,9.0,24.22,47.0,50.0,5.0,9.0,17.0,89.0,7.0,1.0,0.0,1.0,4.0,A
29.0,74.0,0.0,3.0,30.0,3.0,1.0,416.0,247.0,70.0,11789.0,0.0,36.0,28.0,36.0,0.0,0.0,1.0,0.1,15.0,0.25,15.0,1.0,1.0,24.0,6.0,15.0,15.0,1.0,15.0,0.0,15.0,3.0,7.0,24.0,24.0,1.0,0.0,1.0,0.0,3.0,E
17.0,53.0,0.0,2.0,27.0,6.0,1.0,640.0,376.0,89.0,12455.0,0.0,33.0,26.0,21.0,1.0,0.0,2.0,0.14300000000000002,13.0,0.0,0.0,1.0,0.0,20.0,7.0,18.0,28.0,2.0,14.0,2.0,15.0,6.0,13.0,19.0,20.0,0.0,0.0,1.0,0.0,3.0,B
137.0,86.0,0.0,3.0,30.0,1.0,4.0,417.0,261.0,70.0,12051.0,0.0,25.0,17.0,36.0,1.0,1.0,2.0,0.158,9.33,0.222,9.0,3.0,2.0,21.0,31.0,73.0,95.0,16.0,5.94,7.0,10.0,5.0,11.0,21.0,130.0,13.0,0.0,1.0,0.0,4.0,E
137.0,67.0,0.0,2.0,27.0,4.0,11.0,836.0,464.0,93.0,15024.0,0.0,32.0,38.0,25.0,1.0,0.0,2.0,0.16699999999999998,9.33,0.111,8.0,3.0,1.0,17.0,30.0,66.0,97.0,14.0,6.93,10.0,5.0,6.0,13.0,17.0,126.0,8.0,0.0,0.0,0.0,0.0,D
137.0,85.0,0.0,2.0,38.0,1.0,4.0,689.0,235.0,60.0,11586.0,0.0,29.0,36.0,56.0,1.0,1.0,3.0,0.313,5.4,0.444,5.0,5.0,4.0,21.0,29.0,70.0,102.0,21.0,4.86,6.0,5.0,5.0,10.0,18.0,130.0,18.0,3.0,0.0,0.0,4.0,E
137.0,83.0,0.0,3.0,41.0,1.0,3.0,331.0,154.0,44.0,10270.0,0.0,38.0,23.0,12.0,1.0,1.0,3.0,0.316,4.83,0.3,5.0,6.0,3.0,17.0,31.0,69.0,80.0,18.0,4.44,4.0,6.0,6.0,12.0,17.0,126.0,14.0,3.0,0.0,0.0,4.0,E
17.0,50.182230823947094,0.0,1.0,24.0,5.0,0.0,902.0,477.0,81.0,15876.0,0.0,29.0,34.0,26.0,0.0,0.0,1.0,0.25,15.0,0.0,0.0,1.0,0.0,18.0,4.0,12.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,18.0,18.0,0.0,0.0,0.0,3.0,2.0,A
137.0,30.0,0.0,2.0,25.0,6.0,1.0,491.0,227.0,37.0,14229.0,0.0,32.0,17.0,34.0,1.0,0.0,2.0,0.2,14.5,0.182,16.0,4.0,2.0,17.0,32.0,73.0,154.0,13.0,11.85,13.0,16.0,6.0,13.0,17.0,128.0,8.0,0.0,1.0,0.0,0.0,D
89.0,45.0,0.0,2.0,27.0,3.638496154767761,0.0,550.0,306.0,78.0,15148.0,0.0,22.0,16.0,57.0,1.0,1.0,2.0,0.111,11.0,0.111,11.0,2.0,1.0,20.0,22.0,58.0,88.0,15.0,5.87,8.0,10.0,6.0,14.0,18.0,81.0,6.0,0.0,0.0,2.0,4.0,D
29.0,54.0,0.0,2.0,27.0,4.0,2.0,573.0,390.0,83.0,12683.0,0.0,38.0,40.0,13.0,0.0,0.0,3.0,0.273,16.33,0.4,16.0,3.0,2.0,16.0,9.0,23.0,49.0,3.0,16.33,2.0,17.0,6.0,15.0,16.0,24.0,2.0,0.0,1.0,0.0,3.0,C
125.0,61.0,0.0,2.0,18.0,3.0,9.0,673.0,358.0,62.0,13043.0,1.0,22.0,49.0,13.0,0.0,0.0,1.0,0.15,15.0,0.222,15.0,3.0,2.0,24.0,27.0,66.0,109.0,9.0,12.11,22.0,15.0,4.0,9.0,24.0,123.0,6.0,2.0,0.0,0.0,0.0,B
113.0,73.0,0.0,3.0,51.0,2.0,3.0,360.0,198.0,88.0,8452.0,0.0,40.0,33.0,24.0,1.0,1.0,3.0,0.25,4.6,0.222,4.0,5.0,2.0,18.0,27.0,63.0,64.0,18.0,3.56,4.0,6.0,5.0,11.0,18.0,111.0,9.0,1.0,1.0,0.0,4.0,E
137.0,66.0,0.0,2.0,46.0,1.0,19.0,491.0,255.0,63.0,12302.0,1.0,25.0,35.0,49.0,1.0,0.0,1.0,0.133,14.0,0.16699999999999998,13.0,2.0,1.0,18.0,25.0,60.0,75.0,10.0,7.5,12.0,15.0,4.0,11.0,18.0,130.0,5.0,1.0,0.0,0.0,0.0,C
17.0,33.0,0.0,2.0,45.0,3.0,0.0,383.0,223.0,87.0,9072.0,1.0,27.0,26.0,35.0,0.0,0.0,1.0,0.2,15.0,0.5,15.0,1.0,1.0,17.0,5.0,13.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,17.0,17.0,1.0,1.0,0.0,3.0,2.0,C
53.0,67.0,0.0,2.0,49.0,5.0,31.0,677.0,282.0,78.0,11541.0,0.0,34.0,37.0,28.0,1.0,0.0,3.0,0.2,9.25,0.3,9.0,4.0,3.0,17.0,15.0,37.0,59.0,7.0,8.43,7.0,10.0,4.0,6.0,17.0,53.0,5.0,1.0,0.0,0.0,0.0,E
113.0,78.0,0.0,2.0,27.0,2.0,17.0,522.0,253.0,64.0,12092.0,0.0,27.0,22.0,71.0,1.0,1.0,2.0,0.25,7.0,0.28600000000000003,7.5,4.0,2.0,18.0,24.0,60.0,82.0,12.0,6.83,7.0,8.0,6.0,12.0,18.0,113.0,6.0,0.0,0.0,0.0,4.0,D
41.0,70.0,0.0,2.0,49.0,3.0,19.0,438.0,342.0,97.0,11227.0,0.0,31.0,24.0,33.0,1.0,1.0,4.0,0.611,4.55,0.625,5.0,11.0,5.0,16.0,12.0,31.0,50.0,11.0,4.55,3.0,5.0,6.0,14.0,16.0,35.0,5.0,1.0,0.0,0.0,4.0,E
65.0,82.0,0.0,2.0,36.0,2.0,2.0,498.0,278.0,78.0,13894.0,0.0,36.0,19.0,60.0,1.0,18.0,1.0,0.056,15.0,0.125,15.0,1.0,1.0,21.0,21.0,52.0,75.0,9.0,8.33,12.0,15.0,6.0,12.0,21.0,65.0,5.0,3.0,1.0,0.0,0.0,B
89.0,35.0,0.0,1.0,35.0,4.610164030305524,0.0,658.0,305.0,90.0,13284.0,0.0,39.0,23.0,39.0,1.0,1.0,4.0,0.28600000000000003,11.5,0.364,11.0,6.0,4.0,21.0,26.0,65.0,139.0,22.0,6.32,13.0,11.0,6.0,14.0,21.0,88.0,12.0,3.0,1.0,2.0,4.0,C
137.0,75.0,0.0,2.0,36.0,3.0,5.0,422.0,224.0,76.0,12611.0,0.0,43.0,24.0,51.0,1.0,1.0,3.0,0.353,5.0,0.556,5.0,6.0,5.0,17.0,31.0,74.0,105.0,22.0,4.77,3.0,5.0,5.0,10.0,17.0,121.0,13.0,3.0,1.0,0.0,4.0,E
65.0,72.0,0.0,3.0,53.0,2.0,0.0,342.0,174.0,81.0,8356.0,0.0,35.0,23.0,42.0,1.0,1.0,2.0,0.238,6.4,0.182,6.0,5.0,2.0,19.0,22.0,54.0,82.0,14.0,5.86,7.0,10.0,6.0,13.0,19.0,65.0,7.0,1.0,1.0,3.0,4.0,E
137.0,74.0,0.0,2.0,47.0,2.4985333617476586,0.0,567.0,149.0,55.0,7817.0,0.0,41.0,16.0,40.0,1.0,1.0,3.0,0.28600000000000003,5.83,0.182,7.5,6.0,2.0,15.0,33.0,80.0,145.0,29.0,5.0,7.0,5.0,6.0,12.0,15.0,122.0,18.0,1.0,0.0,2.0,4.0,E
41.0,57.0,0.0,2.0,48.0,3.0,0.0,571.0,217.0,82.0,12055.0,0.0,42.0,18.0,50.0,0.0,0.0,3.0,0.158,10.67,0.25,11.0,3.0,2.0,17.0,14.0,36.0,50.0,6.0,8.33,9.0,12.0,6.0,12.0,17.0,44.0,3.0,1.0,1.0,3.0,0.0,D
17.0,59.331625016413476,0.0,3.0,31.0,1.0,1.0,363.0,76.0,7.0,9086.0,0.0,24.0,41.0,33.0,0.0,0.0,1.0,0.2,15.0,0.5,15.0,1.0,1.0,17.0,5.0,13.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,17.0,17.0,1.0,0.0,0.0,0.0,2.0,C
41.0,50.0,0.0,2.0,27.0,4.0,1.0,571.0,243.0,81.0,13144.0,0.0,32.0,38.0,35.0,1.0,0.0,3.0,0.25,9.0,0.222,10.0,5.0,2.0,22.0,13.0,34.0,55.0,6.0,9.17,3.0,10.0,5.0,11.0,22.0,41.0,3.0,0.0,0.0,0.0,0.0,D
53.0,68.0,0.0,2.0,49.0,3.0,1.0,612.0,305.0,83.0,11671.0,0.0,24.0,36.0,24.0,0.0,0.0,1.0,0.095,15.0,0.1,10.0,2.0,1.0,26.0,17.0,41.0,82.0,4.0,20.5,17.0,20.0,5.0,11.0,26.0,51.0,2.0,1.0,1.0,0.0,0.0,E
65.0,52.0,0.0,2.0,43.0,1.0,8.0,419.0,219.0,78.0,10050.0,1.0,38.0,33.0,32.0,1.0,0.0,1.0,0.1,17.0,0.111,14.0,2.0,1.0,19.0,19.0,46.0,84.0,8.0,10.5,15.0,20.0,6.0,13.0,19.0,57.0,5.0,1.0,1.0,0.0,0.0,B
29.0,53.0,0.0,1.0,42.0,3.0,0.0,322.0,233.0,78.0,10317.0,0.0,26.0,68.0,22.0,0.0,0.0,1.0,0.125,15.0,0.14300000000000002,20.0,2.0,1.0,27.0,10.0,24.0,30.0,2.0,15.0,10.0,20.0,4.0,9.0,27.0,32.0,1.0,1.0,0.0,1.0,0.0,B
77.0,54.0,0.0,2.0,27.0,3.0,4.0,458.0,228.0,69.0,10731.0,0.0,26.0,29.0,27.0,0.0,0.0,1.0,0.111,20.0,0.0,0.0,2.0,0.0,18.0,20.0,50.0,67.0,5.0,13.4,15.0,20.0,6.0,13.0,18.0,74.0,2.0,0.0,0.0,0.0,0.0,B
113.0,27.0,0.0,3.0,30.0,2.0,2.0,345.0,195.0,59.0,9583.0,4.0,28.0,53.0,13.0,1.0,0.0,4.0,0.5,4.0,0.75,4.0,5.0,3.0,17.0,10.0,35.0,47.0,17.0,2.76,3.0,2.0,3.0,7.0,17.0,113.0,7.0,0.0,0.0,0.0,0.0,E
41.0,53.112125607882284,0.0,3.0,51.0,4.0,0.0,310.0,232.0,87.0,9741.0,0.0,25.0,29.0,31.0,1.0,1.0,3.0,0.222,11.75,0.375,12.33,4.0,3.0,16.0,14.0,37.0,59.0,6.0,9.83,10.0,15.0,6.0,14.0,16.0,44.0,5.0,1.0,0.0,3.0,4.0,C
137.0,60.81624977948122,0.0,3.0,51.0,4.0,0.0,335.0,209.0,84.0,9461.0,0.0,25.0,29.0,31.0,1.0,1.0,2.0,0.105,15.0,0.222,15.0,2.0,2.0,21.0,32.0,80.0,181.0,18.0,10.06,14.0,15.0,6.0,12.0,21.0,131.0,15.0,1.0,1.0,3.0,4.0,C
17.0,53.18253308192533,0.0,2.0,49.0,3.912811889821286,0.0,500.0,272.0,82.0,12017.0,0.0,31.0,33.0,32.0,0.0,0.0,1.0,0.14300000000000002,20.0,0.0,0.0,1.0,0.0,19.0,6.0,15.0,20.0,1.0,20.0,0.0,20.0,4.0,10.0,19.0,19.0,0.0,1.0,1.0,2.0,2.0,B
125.0,80.0,0.0,3.0,53.0,1.0,1.0,428.0,215.0,74.0,10674.0,0.0,31.0,25.0,43.0,1.0,0.0,2.0,0.188,11.67,0.111,15.0,3.0,1.0,16.0,29.0,64.0,131.0,15.0,8.73,10.0,15.0,6.0,11.0,16.0,119.0,9.0,1.0,0.0,0.0,0.0,D
113.0,82.0,0.0,2.0,46.0,3.010454011868232,0.0,429.0,232.0,68.0,11632.0,0.0,32.0,27.0,37.0,1.0,0.0,2.0,0.105,8.5,0.125,5.0,2.0,1.0,15.0,26.0,65.0,100.0,13.0,7.69,7.0,5.0,4.0,10.0,15.0,111.0,12.0,1.0,0.0,2.0,0.0,E
41.0,56.82875926891226,0.0,2.0,45.0,3.2676740273934053,0.0,582.0,173.0,84.0,8740.0,0.0,37.0,26.0,46.0,1.0,1.0,2.0,0.211,12.0,0.222,11.5,4.0,2.0,24.0,15.0,33.0,68.0,7.0,9.71,10.0,13.0,6.0,11.0,24.0,41.0,4.0,1.0,0.0,2.0,4.0,E
65.0,61.95543238339161,0.0,3.0,9.0,4.0,0.0,1429.0,191.0,55.0,12752.0,0.0,33.0,21.0,43.0,1.0,0.0,4.0,0.438,4.14,0.429,4.0,7.0,3.0,16.0,17.0,47.0,51.0,14.0,3.64,2.0,3.0,6.0,16.0,5.0,65.0,7.0,4.0,0.0,3.0,0.0,E
137.0,66.22893118812252,0.0,3.0,31.0,2.1929615837272927,0.0,182.0,78.0,14.0,8279.0,0.0,29.0,45.0,43.0,1.0,1.0,3.0,0.35,5.29,0.4,4.75,7.0,4.0,18.0,30.0,67.0,74.0,17.0,4.35,5.0,7.0,5.0,12.0,18.0,123.0,12.0,0.0,0.0,2.0,4.0,D
29.0,56.53594790073715,0.0,1.0,24.0,3.741441388970727,0.0,405.0,209.0,34.0,10328.0,0.0,38.0,19.0,55.0,0.0,0.0,1.0,0.14300000000000002,15.0,0.333,15.0,1.0,1.0,22.0,5.0,15.0,15.0,1.0,15.0,0.0,15.0,3.0,10.0,22.0,22.0,1.0,0.0,0.0,2.0,3.0,C
125.0,40.0,0.0,1.0,12.0,4.0,3.0,946.0,481.0,95.0,18144.0,0.0,32.0,13.0,27.0,1.0,12.0,2.0,0.105,11.0,0.125,12.0,2.0,1.0,15.0,29.0,74.0,147.0,21.0,7.0,17.0,12.0,5.0,12.0,15.0,125.0,10.0,2.0,1.0,0.0,0.0,D
29.0,57.0,0.0,2.0,48.0,3.84440160596086,0.0,470.0,234.0,70.0,12277.0,0.0,30.0,26.0,31.0,0.0,0.0,1.0,0.1,25.0,0.25,25.0,1.0,1.0,24.0,7.0,18.0,25.0,1.0,25.0,0.0,25.0,4.0,10.0,24.0,24.0,1.0,1.0,1.0,2.0,3.0,B
29.0,33.0,0.0,1.0,12.0,6.0,0.0,840.0,458.0,93.0,20327.0,0.0,34.0,42.0,17.0,0.0,0.0,2.0,0.16699999999999998,15.0,0.16699999999999998,25.0,2.0,1.0,21.0,10.0,23.0,45.0,3.0,15.0,20.0,15.0,6.0,13.0,18.0,28.0,1.0,2.0,1.0,3.0,0.0,B
53.0,31.0,0.0,2.0,43.0,4.114071046369348,0.0,486.0,274.0,76.0,11085.0,0.0,36.0,23.0,35.0,1.0,1.0,3.0,0.227,9.8,0.364,9.75,5.0,4.0,20.0,19.0,47.0,83.0,11.0,7.55,8.0,11.0,6.0,12.0,20.0,52.0,6.0,1.0,1.0,2.0,4.0,C
125.0,68.0,0.0,2.0,49.0,4.0,0.0,543.0,306.0,85.0,11140.0,0.0,30.0,30.0,12.0,1.0,0.0,2.0,0.25,14.0,0.333,16.0,3.0,2.0,17.0,15.0,47.0,131.0,12.0,10.92,15.0,20.0,4.0,8.0,17.0,123.0,8.0,1.0,0.0,3.0,0.0,C
77.0,75.0,0.0,2.0,36.0,6.0,0.0,506.0,270.0,76.0,12940.0,0.0,26.0,46.0,37.0,0.0,0.0,2.0,0.111,12.5,0.0,0.0,2.0,0.0,18.0,17.0,48.0,43.0,5.0,8.6,11.0,15.0,5.0,11.0,18.0,69.0,2.0,3.0,0.0,0.0,0.0,D
137.0,73.0,0.0,2.0,45.0,4.0,0.0,493.0,213.0,79.0,10815.0,0.0,36.0,22.0,46.0,1.0,1.0,4.0,0.429,3.22,0.727,2.5,9.0,8.0,18.0,32.0,77.0,115.0,43.0,2.67,8.0,9.0,5.0,10.0,18.0,128.0,26.0,1.0,1.0,3.0,4.0,E
137.0,61.0,0.0,2.0,40.0,4.0,1.0,737.0,506.0,94.0,13295.0,0.0,40.0,42.0,0.0,0.0,0.0,2.0,0.14300000000000002,11.0,0.0,0.0,3.0,0.0,17.0,29.0,66.0,93.0,11.0,8.45,8.0,10.0,5.0,12.0,17.0,116.0,4.0,3.0,1.0,0.0,0.0,D
137.0,72.0,0.0,2.0,40.0,2.0,9.0,915.0,380.0,94.0,14936.0,0.0,25.0,49.0,0.0,1.0,1.0,4.0,0.4,7.5,0.455,9.0,8.0,5.0,16.0,33.0,75.0,182.0,28.0,6.5,18.0,5.0,6.0,14.0,16.0,120.0,17.0,3.0,0.0,0.0,4.0,D
77.0,59.0,0.0,2.0,18.0,7.0,0.0,1027.0,444.0,97.0,14926.0,0.0,28.0,47.0,9.0,0.0,0.0,2.0,0.2,9.25,0.333,8.67,4.0,3.0,22.0,20.0,53.0,85.0,10.0,8.5,10.0,10.0,6.0,12.0,22.0,68.0,5.0,2.0,0.0,3.0,0.0,D
137.0,77.0,0.0,2.0,45.0,5.0,9.0,405.0,212.0,82.0,9715.0,0.0,34.0,29.0,33.0,0.0,0.0,3.0,0.16699999999999998,5.0,0.125,5.0,3.0,1.0,15.0,28.0,68.0,77.0,13.0,5.92,7.0,5.0,5.0,12.0,15.0,123.0,7.0,1.0,0.0,0.0,0.0,E
53.0,75.0,0.0,2.0,44.0,2.0,0.0,480.0,157.0,82.0,9020.0,0.0,49.0,12.0,59.0,1.0,2.0,4.0,0.294,5.8,0.5,6.0,5.0,4.0,16.0,19.0,51.0,71.0,12.0,5.92,2.0,7.0,7.0,19.0,6.0,52.0,9.0,1.0,1.0,0.0,2.0,E
137.0,70.0,0.0,2.0,36.0,3.4914537170996445,0.0,569.0,276.0,85.0,12795.0,0.0,34.0,22.0,59.0,1.0,0.0,1.0,0.158,13.67,0.222,14.0,3.0,2.0,20.0,27.0,61.0,107.0,11.0,9.73,10.0,15.0,6.0,13.0,20.0,119.0,7.0,3.0,0.0,2.0,0.0,C
137.0,44.0,0.0,3.0,9.0,2.0,2.0,687.0,230.0,29.0,11087.0,0.0,30.0,26.0,21.0,1.0,1.0,3.0,0.278,5.4,0.7140000000000001,5.4,5.0,5.0,17.0,28.0,72.0,87.25,19.0,4.59,5.75,7.0,5.0,12.0,17.0,127.0,16.0,4.0,0.0,0.0,4.0,E
65.0,87.0,0.0,1.0,12.0,5.0,19.0,906.0,476.0,83.0,22377.0,0.0,14.0,15.0,33.0,0.0,0.0,3.0,0.182,35.5,0.182,37.5,4.0,2.0,16.0,21.0,54.0,212.0,7.0,30.29,25.0,40.0,6.0,15.0,16.0,61.0,4.0,2.0,1.0,0.0,0.0,B
89.0,59.0,0.0,3.0,8.0,2.0,1.0,634.0,251.0,61.0,10092.0,2.0,28.0,30.0,24.0,1.0,0.0,2.0,0.182,6.0,0.182,5.0,4.0,2.0,18.0,23.0,56.0,63.0,12.0,5.25,7.0,10.0,6.0,12.0,18.0,80.0,5.0,4.0,1.0,0.0,0.0,D
137.0,87.0,0.0,3.0,30.0,2.0,5.0,575.0,209.0,54.0,8620.0,0.0,25.0,32.0,24.0,1.0,1.0,3.0,0.2,6.75,0.1,10.0,4.0,1.0,18.0,33.0,76.0,93.0,21.0,4.43,8.0,7.0,6.0,12.0,18.0,129.0,11.0,0.0,0.0,0.0,4.0,E
137.0,37.0,0.0,2.0,18.0,5.0,2.0,836.0,477.0,95.0,15366.0,0.0,32.0,28.0,34.0,1.0,3.0,1.0,0.118,11.0,0.16699999999999998,10.0,2.0,1.0,18.0,26.0,71.0,131.0,21.0,6.24,9.0,12.0,3.0,10.0,18.0,127.0,14.0,2.0,1.0,0.0,0.0,E
65.0,56.0,0.0,1.0,22.0,6.0,3.0,896.0,291.0,52.0,17357.0,4.0,32.0,16.0,42.0,0.0,0.0,1.0,0.118,15.0,0.125,15.0,2.0,1.0,21.0,17.0,40.0,43.0,5.0,8.6,12.0,15.0,6.0,12.0,21.0,57.0,2.0,0.0,0.0,0.0,0.0,C
29.0,61.0,0.0,1.0,11.0,3.0,0.0,1048.0,473.0,77.0,20092.0,0.0,28.0,14.0,41.0,0.0,0.0,2.0,0.14300000000000002,15.5,0.16699999999999998,16.0,2.0,1.0,16.0,10.0,24.0,41.0,3.0,13.67,6.0,15.0,6.0,12.0,16.0,31.0,1.0,2.0,0.0,3.0,0.0,B
41.0,37.0,0.0,1.0,12.0,4.0,0.0,994.0,437.0,88.0,18133.0,0.0,35.0,13.0,39.0,0.0,0.0,1.0,0.158,10.0,0.25,5.0,3.0,2.0,18.0,12.0,29.0,30.0,3.0,10.0,15.0,20.0,6.0,12.0,18.0,36.0,2.0,2.0,0.0,3.0,0.0,B
41.0,81.0,0.0,1.0,11.0,3.0,1.0,1430.0,562.0,62.0,32648.0,0.0,43.0,18.0,46.0,1.0,0.0,4.0,0.4,10.33,0.5,10.5,6.0,4.0,17.0,11.0,26.0,67.0,7.0,9.57,7.0,12.0,4.0,7.0,17.0,41.0,5.0,2.0,1.0,0.0,0.0,B
41.0,35.0,0.0,2.0,17.0,5.0,0.0,604.0,266.0,19.0,21127.0,0.0,41.0,16.0,63.0,0.0,0.0,1.0,0.111,15.0,0.111,10.0,2.0,1.0,18.0,14.0,32.0,35.0,3.0,11.67,15.0,20.0,6.0,14.0,18.0,38.0,2.0,2.0,1.0,0.0,0.0,B
29.0,72.0,0.0,1.0,14.0,5.0,12.0,1063.0,631.0,98.0,22324.0,0.0,37.0,17.0,32.0,1.0,0.0,3.0,0.273,8.0,0.4,7.0,3.0,2.0,16.0,9.0,24.0,24.0,3.0,8.0,5.0,9.0,6.0,13.0,16.0,24.0,2.0,2.0,1.0,0.0,3.0,D
77.0,59.51777203459096,0.0,2.0,17.0,3.5282432490930504,0.0,737.0,302.0,67.0,14822.0,0.0,33.0,8.0,32.0,1.0,0.0,3.0,0.111,6.0,0.125,7.0,2.0,1.0,15.0,21.0,54.0,71.0,14.0,5.07,3.0,5.0,5.0,11.0,15.0,76.0,6.0,2.0,0.0,2.0,0.0,E
137.0,59.0,0.0,1.0,12.0,6.0,1.0,745.0,326.0,66.0,15081.0,3.0,29.0,18.0,49.0,1.0,0.0,2.0,0.14300000000000002,13.33,0.2,10.0,3.0,2.0,20.0,30.0,68.0,160.0,14.0,11.43,15.0,10.0,6.0,13.0,20.0,128.0,8.0,2.0,1.0,0.0,0.0,D
137.0,41.0,0.0,1.0,11.0,3.0,0.0,915.0,469.0,78.0,17112.0,1.0,34.0,47.0,13.0,1.0,0.0,2.0,0.077,5.0,0.0,0.0,1.0,0.0,20.0,27.0,69.0,105.0,19.0,5.53,7.0,10.0,5.0,12.0,18.0,128.0,6.0,2.0,0.0,3.0,0.0,E
